date_time,is_holiday,air_pollution_index,wind_speed,visibility_in_miles,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,traffic_volume,air_pollution_index_lag,wind_speed_lag,visibility_in_miles_lag,temperature_lag,rain_p_h_lag,snow_p_h_lag,clouds_all_lag,weather_type_lag,traffice_volume_lag
2013-01-10 21:00:00,0,3,3,7,269.44,0.0,0.0,1,1,2365,3.0,3.0,4.0,269.07,0.0,0.0,1.0,1.0,2474.0
2013-01-10 23:00:00,0,1,4,6,269.45,0.0,0.0,1,1,1070,3.0,3.0,7.0,269.44,0.0,0.0,1.0,1.0,2365.0
2013-01-11 00:00:00,0,1,3,6,270.06,0.0,0.0,1,1,557,1.0,4.0,6.0,269.45,0.0,0.0,1.0,1.0,1070.0
2013-01-11 01:00:00,0,2,3,6,270.51,0.0,0.0,1,1,334,1.0,3.0,6.0,270.06,0.0,0.0,1.0,1.0,557.0
2013-01-11 02:00:00,0,3,4,4,270.64,0.0,0.0,1,1,308,2.0,3.0,6.0,270.51,0.0,0.0,1.0,1.0,334.0
2013-01-11 03:00:00,0,3,4,3,270.86,0.0,0.0,75,0,322,3.0,4.0,4.0,270.64,0.0,0.0,1.0,1.0,308.0
2013-01-11 04:00:00,0,2,5,6,271.38,0.0,0.0,75,0,723,3.0,4.0,3.0,270.86,0.0,0.0,75.0,0.0,322.0
2013-01-11 05:00:00,0,3,5,5,272.13,0.0,0.0,1,1,2367,2.0,5.0,6.0,271.38,0.0,0.0,75.0,0.0,723.0
2013-01-11 06:00:00,0,3,7,9,272.52,0.0,0.0,1,1,5163,3.0,5.0,5.0,272.13,0.0,0.0,1.0,1.0,2367.0
2013-01-11 07:00:00,0,0,9,6,272.52,0.0,0.0,20,0,6029,3.0,7.0,9.0,272.52,0.0,0.0,1.0,1.0,5163.0
2013-01-11 08:00:00,0,2,9,2,272.79,0.0,0.0,20,0,5751,0.0,9.0,6.0,272.52,0.0,0.0,20.0,0.0,6029.0
2013-01-11 09:00:00,0,2,9,4,273.38,0.0,0.0,20,0,4847,2.0,9.0,2.0,272.79,0.0,0.0,20.0,0.0,5751.0
2013-01-11 10:00:00,0,1,7,3,274.88,0.0,0.0,40,0,4367,2.0,9.0,4.0,273.38,0.0,0.0,20.0,0.0,4847.0
2013-01-11 11:00:00,0,3,6,8,275.86,0.0,0.0,75,0,4786,1.0,7.0,3.0,274.88,0.0,0.0,40.0,0.0,4367.0
2013-01-11 13:00:00,0,3,6,2,276.89,0.0,0.0,75,0,4885,3.0,6.0,8.0,275.86,0.0,0.0,75.0,0.0,4786.0
2013-01-11 14:00:00,0,3,4,6,276.89,0.0,0.0,90,0,5387,3.0,6.0,2.0,276.89,0.0,0.0,75.0,0.0,4885.0
2013-01-11 17:00:00,0,0,4,1,276.29,0.0,0.0,90,2,5668,3.0,4.0,6.0,276.89,0.0,0.0,90.0,0.0,5387.0
2013-01-11 18:00:00,0,2,4,6,274.92,0.0,0.0,90,2,4476,0.0,4.0,1.0,276.29,0.0,0.0,90.0,2.0,5668.0
2013-01-11 19:00:00,0,1,4,1,274.05,0.0,0.0,90,2,3433,2.0,4.0,6.0,274.92,0.0,0.0,90.0,2.0,4476.0
2013-01-11 20:00:00,0,3,2,7,273.93,0.0,0.0,90,2,2711,1.0,4.0,1.0,274.05,0.0,0.0,90.0,2.0,3433.0
2013-01-11 21:00:00,0,2,3,6,273.93,0.0,0.0,90,2,2511,3.0,2.0,7.0,273.93,0.0,0.0,90.0,2.0,2711.0
2013-01-11 22:00:00,0,2,0,1,274.05,0.0,0.0,90,4,2143,2.0,3.0,6.0,273.93,0.0,0.0,90.0,2.0,2511.0
2013-01-11 23:00:00,0,1,1,7,274.18,0.0,0.0,90,3,1629,2.0,0.0,1.0,274.05,0.0,0.0,90.0,4.0,2143.0
2013-01-12 00:00:00,0,2,3,4,274.67,0.0,0.0,90,3,1043,1.0,1.0,7.0,274.18,0.0,0.0,90.0,3.0,1629.0
2013-01-12 01:00:00,0,3,5,1,274.67,0.0,0.0,90,4,682,2.0,3.0,4.0,274.67,0.0,0.0,90.0,3.0,1043.0
2013-01-12 02:00:00,0,1,6,9,274.67,0.0,0.0,90,4,518,3.0,5.0,1.0,274.67,0.0,0.0,90.0,4.0,682.0
2013-01-12 03:00:00,0,3,5,8,274.67,0.0,0.0,90,4,353,1.0,6.0,9.0,274.67,0.0,0.0,90.0,4.0,518.0
2013-01-12 04:00:00,0,0,5,6,274.67,0.0,0.0,90,4,382,3.0,5.0,8.0,274.67,0.0,0.0,90.0,4.0,353.0
2013-01-12 05:00:00,0,3,4,1,274.8,0.0,0.0,90,4,644,0.0,5.0,6.0,274.67,0.0,0.0,90.0,4.0,382.0
2013-01-12 06:00:00,0,0,4,2,274.8,0.0,0.0,90,3,1142,3.0,4.0,1.0,274.8,0.0,0.0,90.0,4.0,644.0
2013-01-12 07:00:00,0,3,3,5,274.67,0.0,0.0,90,3,1696,0.0,4.0,2.0,274.8,0.0,0.0,90.0,3.0,1142.0
2013-01-12 08:00:00,0,0,3,5,274.8,0.0,0.0,90,4,2624,3.0,3.0,5.0,274.67,0.0,0.0,90.0,3.0,1696.0
2013-01-12 09:00:00,0,3,2,9,275.05,0.0,0.0,90,4,3377,0.0,3.0,5.0,274.8,0.0,0.0,90.0,4.0,2624.0
2013-01-12 10:00:00,0,3,3,3,275.29,0.0,0.0,90,4,3600,3.0,2.0,9.0,275.05,0.0,0.0,90.0,4.0,3377.0
2013-01-12 11:00:00,0,2,3,8,275.54,0.0,0.0,90,3,4017,3.0,3.0,3.0,275.29,0.0,0.0,90.0,4.0,3600.0
2013-01-12 12:00:00,0,2,5,5,275.66,0.0,0.0,90,3,4538,2.0,3.0,8.0,275.54,0.0,0.0,90.0,3.0,4017.0
2013-01-12 13:00:00,0,2,5,8,275.79,0.0,0.0,90,3,4556,2.0,5.0,5.0,275.66,0.0,0.0,90.0,3.0,4538.0
2013-01-12 14:00:00,0,1,5,5,275.92,0.0,0.0,90,3,4547,2.0,5.0,8.0,275.79,0.0,0.0,90.0,3.0,4556.0
2013-01-12 15:00:00,0,3,3,5,275.66,0.0,0.0,90,3,4557,1.0,5.0,5.0,275.92,0.0,0.0,90.0,3.0,4547.0
2013-01-12 16:00:00,0,1,2,4,275.67,0.0,0.0,90,3,4338,3.0,3.0,5.0,275.66,0.0,0.0,90.0,3.0,4557.0
2013-01-12 17:00:00,0,3,2,4,275.93,0.0,0.0,90,4,4170,1.0,2.0,4.0,275.67,0.0,0.0,90.0,3.0,4338.0
2013-01-12 18:00:00,0,3,0,4,276.05,0.0,0.0,90,4,3789,3.0,2.0,4.0,275.93,0.0,0.0,90.0,4.0,4170.0
2013-01-12 19:00:00,0,2,2,5,276.31,0.0,0.0,90,4,2627,3.0,0.0,4.0,276.05,0.0,0.0,90.0,4.0,3789.0
2013-01-12 20:00:00,0,2,1,1,276.68,0.0,0.0,90,4,2352,2.0,2.0,5.0,276.31,0.0,0.0,90.0,4.0,2627.0
2013-01-12 21:00:00,0,0,3,9,276.93,0.0,0.0,90,4,2304,2.0,1.0,1.0,276.68,0.0,0.0,90.0,4.0,2352.0
2013-01-12 22:00:00,0,1,4,7,277.31,0.0,0.0,90,2,2101,0.0,3.0,9.0,276.93,0.0,0.0,90.0,4.0,2304.0
2013-01-12 23:00:00,0,0,4,2,277.21,0.0,0.0,90,4,1807,1.0,4.0,7.0,277.31,0.0,0.0,90.0,2.0,2101.0
2013-01-13 00:00:00,0,3,4,8,276.2,0.0,0.0,90,0,1049,0.0,4.0,2.0,277.21,0.0,0.0,90.0,4.0,1807.0
2013-01-13 01:00:00,0,2,5,9,274.35,0.0,0.0,90,8,681,3.0,4.0,8.0,276.2,0.0,0.0,90.0,0.0,1049.0
2013-01-13 03:00:00,0,3,5,7,268.44,0.0,0.0,90,8,306,2.0,5.0,9.0,274.35,0.0,0.0,90.0,8.0,681.0
2013-01-13 04:00:00,0,2,5,8,267.57,0.0,0.0,90,8,199,3.0,5.0,7.0,268.44,0.0,0.0,90.0,8.0,306.0
2013-01-13 05:00:00,0,1,5,9,266.2,0.0,0.0,90,8,422,2.0,5.0,8.0,267.57,0.0,0.0,90.0,8.0,199.0
2013-01-13 06:00:00,0,3,5,8,265.06,0.0,0.0,90,8,686,1.0,5.0,9.0,266.2,0.0,0.0,90.0,8.0,422.0
2013-01-13 07:00:00,0,2,5,5,264.83,0.0,0.0,90,8,951,3.0,5.0,8.0,265.06,0.0,0.0,90.0,8.0,686.0
2013-01-13 08:00:00,0,1,6,1,263.83,0.0,0.0,90,8,1444,2.0,5.0,5.0,264.83,0.0,0.0,90.0,8.0,951.0
2013-01-13 10:00:00,0,3,3,5,263.07,0.0,0.0,75,5,2983,1.0,6.0,1.0,263.83,0.0,0.0,90.0,8.0,1444.0
2013-01-13 11:00:00,0,3,1,2,263.07,0.0,0.0,40,0,3498,3.0,3.0,5.0,263.07,0.0,0.0,75.0,5.0,2983.0
2013-01-13 13:00:00,0,1,0,4,262.93,0.0,0.0,75,0,3907,3.0,1.0,2.0,263.07,0.0,0.0,40.0,0.0,3498.0
2013-01-13 14:00:00,0,0,1,8,262.31,0.0,0.0,90,8,3644,1.0,0.0,4.0,262.93,0.0,0.0,75.0,0.0,3907.0
2013-01-13 16:00:00,0,1,3,4,261.32,0.0,0.0,75,0,3687,0.0,1.0,8.0,262.31,0.0,0.0,90.0,8.0,3644.0
2013-01-13 17:00:00,0,3,3,7,260.58,0.0,0.0,90,0,3400,1.0,3.0,4.0,261.32,0.0,0.0,75.0,0.0,3687.0
2013-01-13 19:00:00,0,3,2,1,259.94,0.0,0.0,40,0,2363,3.0,3.0,7.0,260.58,0.0,0.0,90.0,0.0,3400.0
2013-01-13 20:00:00,0,0,2,9,259.08,0.0,0.0,75,0,1943,3.0,2.0,1.0,259.94,0.0,0.0,40.0,0.0,2363.0
2013-01-13 21:00:00,0,3,5,7,258.71,0.0,0.0,75,5,1718,0.0,2.0,9.0,259.08,0.0,0.0,75.0,0.0,1943.0
2013-01-13 22:00:00,0,2,4,4,258.45,0.0,0.0,20,0,1274,3.0,5.0,7.0,258.71,0.0,0.0,75.0,5.0,1718.0
2013-01-13 23:00:00,0,3,4,4,257.83,0.0,0.0,20,0,785,2.0,4.0,4.0,258.45,0.0,0.0,20.0,0.0,1274.0
2013-01-14 00:00:00,0,3,4,3,257.7,0.0,0.0,20,0,429,3.0,4.0,4.0,257.83,0.0,0.0,20.0,0.0,785.0
2013-01-14 01:00:00,0,0,3,7,257.19,0.0,0.0,20,0,265,3.0,4.0,3.0,257.7,0.0,0.0,20.0,0.0,429.0
2013-01-14 02:00:00,0,0,5,1,256.95,0.0,0.0,1,1,222,0.0,3.0,7.0,257.19,0.0,0.0,20.0,0.0,265.0
2013-01-14 03:00:00,0,2,5,7,256.83,0.0,0.0,1,1,281,0.0,5.0,1.0,256.95,0.0,0.0,1.0,1.0,222.0
2013-01-14 04:00:00,0,3,4,6,256.7,0.0,0.0,20,0,735,2.0,5.0,7.0,256.83,0.0,0.0,1.0,1.0,281.0
2013-01-14 05:00:00,0,2,4,7,256.58,0.0,0.0,90,0,2368,3.0,4.0,6.0,256.7,0.0,0.0,20.0,0.0,735.0
2013-01-14 06:00:00,0,2,3,1,256.34,0.0,0.0,90,0,5427,2.0,4.0,7.0,256.58,0.0,0.0,90.0,0.0,2368.0
2013-01-14 07:00:00,0,3,7,2,256.34,0.0,0.0,90,0,6579,2.0,3.0,1.0,256.34,0.0,0.0,90.0,0.0,5427.0
2013-01-14 08:00:00,0,2,8,2,256.2,0.0,0.0,75,0,5908,3.0,7.0,2.0,256.34,0.0,0.0,90.0,0.0,6579.0
2013-01-14 09:00:00,0,3,7,3,256.42,0.0,0.0,75,8,4673,2.0,8.0,2.0,256.2,0.0,0.0,75.0,0.0,5908.0
2013-01-14 10:00:00,0,2,7,5,256.82,0.0,0.0,90,8,3943,3.0,7.0,3.0,256.42,0.0,0.0,75.0,8.0,4673.0
2013-01-14 11:00:00,0,3,6,5,257.68,0.0,0.0,90,8,4217,2.0,7.0,5.0,256.82,0.0,0.0,90.0,8.0,3943.0
2013-01-14 12:00:00,0,2,7,8,258.59,0.0,0.0,75,5,4509,3.0,6.0,5.0,257.68,0.0,0.0,90.0,8.0,4217.0
2013-01-14 13:00:00,0,1,4,8,259.07,0.0,0.0,90,8,4532,2.0,7.0,8.0,258.59,0.0,0.0,75.0,5.0,4509.0
2013-01-14 14:00:00,0,2,7,4,259.56,0.0,0.0,90,8,5170,1.0,4.0,8.0,259.07,0.0,0.0,90.0,8.0,4532.0
2013-01-14 15:00:00,0,3,7,7,259.6,0.0,0.0,90,8,5554,2.0,7.0,4.0,259.56,0.0,0.0,90.0,8.0,5170.0
2013-01-14 16:00:00,0,1,7,2,259.45,0.0,0.0,90,8,6414,3.0,7.0,7.0,259.6,0.0,0.0,90.0,8.0,5554.0
2013-01-14 17:00:00,0,0,7,1,259.1,0.0,0.0,90,0,5964,1.0,7.0,2.0,259.45,0.0,0.0,90.0,8.0,6414.0
2013-01-14 18:00:00,0,3,7,9,258.83,0.0,0.0,90,0,4203,0.0,7.0,1.0,259.1,0.0,0.0,90.0,0.0,5964.0
2013-01-14 19:00:00,0,2,7,8,258.51,0.0,0.0,75,0,2859,3.0,7.0,9.0,258.83,0.0,0.0,90.0,0.0,4203.0
2013-01-14 20:00:00,0,3,7,8,258.42,0.0,0.0,40,0,2298,2.0,7.0,8.0,258.51,0.0,0.0,75.0,0.0,2859.0
2013-01-14 21:00:00,0,2,7,3,258.22,0.0,0.0,20,0,2065,3.0,7.0,8.0,258.42,0.0,0.0,40.0,0.0,2298.0
2013-01-14 22:00:00,0,1,7,4,257.97,0.0,0.0,1,1,1347,2.0,7.0,3.0,258.22,0.0,0.0,20.0,0.0,2065.0
2013-01-14 23:00:00,0,3,7,4,257.97,0.0,0.0,1,1,909,1.0,7.0,4.0,257.97,0.0,0.0,1.0,1.0,1347.0
2013-01-15 00:00:00,0,3,6,3,257.93,0.0,0.0,1,1,487,3.0,7.0,4.0,257.97,0.0,0.0,1.0,1.0,909.0
2013-01-15 01:00:00,0,3,6,9,257.93,0.0,0.0,1,1,325,3.0,6.0,3.0,257.93,0.0,0.0,1.0,1.0,487.0
2013-01-15 02:00:00,0,1,6,6,257.72,0.0,0.0,1,1,246,3.0,6.0,9.0,257.93,0.0,0.0,1.0,1.0,325.0
2013-01-15 03:00:00,0,3,5,4,257.67,0.0,0.0,1,1,289,1.0,6.0,6.0,257.72,0.0,0.0,1.0,1.0,246.0
2013-01-15 04:00:00,0,3,5,7,257.57,0.0,0.0,1,1,731,3.0,5.0,4.0,257.67,0.0,0.0,1.0,1.0,289.0
2013-01-15 05:00:00,0,2,5,3,257.77,0.0,0.0,1,1,2432,3.0,5.0,7.0,257.57,0.0,0.0,1.0,1.0,731.0
2013-01-15 06:00:00,0,3,5,4,257.79,0.0,0.0,20,0,5434,2.0,5.0,3.0,257.77,0.0,0.0,1.0,1.0,2432.0
2013-01-15 07:00:00,0,3,5,7,257.75,0.0,0.0,90,0,5916,3.0,5.0,4.0,257.79,0.0,0.0,20.0,0.0,5434.0
2013-01-15 08:00:00,0,2,5,8,257.66,0.0,0.0,75,0,6179,3.0,5.0,7.0,257.75,0.0,0.0,90.0,0.0,5916.0
2013-01-15 10:00:00,0,3,6,4,258.65,0.0,0.0,20,0,4189,2.0,5.0,8.0,257.66,0.0,0.0,75.0,0.0,6179.0
2013-01-15 11:00:00,0,3,6,2,259.57,0.0,0.0,40,0,4497,3.0,6.0,4.0,258.65,0.0,0.0,20.0,0.0,4189.0
2013-01-15 13:00:00,0,2,6,2,261.3,0.0,0.0,40,0,4884,3.0,6.0,2.0,259.57,0.0,0.0,40.0,0.0,4497.0
2013-01-15 14:00:00,0,3,5,4,261.68,0.0,0.0,20,0,5136,2.0,6.0,2.0,261.3,0.0,0.0,40.0,0.0,4884.0
2013-01-15 15:00:00,0,3,5,2,261.78,0.0,0.0,20,0,5627,3.0,5.0,4.0,261.68,0.0,0.0,20.0,0.0,5136.0
2013-01-15 16:00:00,0,2,5,2,261.39,0.0,0.0,1,1,6493,3.0,5.0,2.0,261.78,0.0,0.0,20.0,0.0,5627.0
2013-01-15 17:00:00,0,3,6,7,260.82,0.0,0.0,20,0,5739,2.0,5.0,2.0,261.39,0.0,0.0,1.0,1.0,6493.0
2013-01-15 18:00:00,0,2,6,9,260.76,0.0,0.0,20,0,4491,3.0,6.0,7.0,260.82,0.0,0.0,20.0,0.0,5739.0
2013-01-15 19:00:00,0,0,6,7,260.66,0.0,0.0,75,0,3043,2.0,6.0,9.0,260.76,0.0,0.0,20.0,0.0,4491.0
2013-01-15 20:00:00,0,3,6,4,260.71,0.0,0.0,75,0,2828,0.0,6.0,7.0,260.66,0.0,0.0,75.0,0.0,3043.0
2013-01-15 21:00:00,0,2,6,8,260.66,0.0,0.0,75,0,2331,3.0,6.0,4.0,260.71,0.0,0.0,75.0,0.0,2828.0
2013-01-15 22:00:00,0,3,6,3,260.66,0.0,0.0,20,0,1433,2.0,6.0,8.0,260.66,0.0,0.0,75.0,0.0,2331.0
2013-01-15 23:00:00,0,1,5,4,260.5,0.0,0.0,1,1,989,3.0,6.0,3.0,260.66,0.0,0.0,20.0,0.0,1433.0
2013-01-16 00:00:00,0,2,5,2,261.2,0.0,0.0,1,1,498,1.0,5.0,4.0,260.5,0.0,0.0,1.0,1.0,989.0
2013-01-16 01:00:00,0,3,5,5,261.36,0.0,0.0,1,1,330,2.0,5.0,2.0,261.2,0.0,0.0,1.0,1.0,498.0
2013-01-16 02:00:00,0,1,5,4,262.03,0.0,0.0,1,4,249,3.0,5.0,5.0,261.36,0.0,0.0,1.0,1.0,330.0
2013-01-16 04:00:00,0,1,5,3,261.26,0.0,0.0,1,1,792,1.0,5.0,4.0,262.03,0.0,0.0,1.0,4.0,249.0
2013-01-16 05:00:00,0,3,5,1,260.99,0.0,0.0,1,4,2408,1.0,5.0,3.0,261.26,0.0,0.0,1.0,1.0,792.0
2013-01-16 06:00:00,0,0,4,1,260.5,0.0,0.0,1,1,4987,3.0,5.0,1.0,260.99,0.0,0.0,1.0,4.0,2408.0
2013-01-16 07:00:00,0,2,4,3,260.08,0.0,0.0,1,1,5709,0.0,4.0,1.0,260.5,0.0,0.0,1.0,1.0,4987.0
2013-01-16 08:00:00,0,2,5,9,260.94,0.0,0.0,20,0,5751,2.0,4.0,3.0,260.08,0.0,0.0,1.0,1.0,5709.0
2013-01-16 09:00:00,0,0,5,5,262.93,0.0,0.0,20,0,5303,2.0,5.0,9.0,260.94,0.0,0.0,20.0,0.0,5751.0
2013-01-16 10:00:00,0,3,5,1,264.57,0.0,0.0,1,1,4333,0.0,5.0,5.0,262.93,0.0,0.0,20.0,0.0,5303.0
2013-01-16 11:00:00,0,3,4,2,266.42,0.0,0.0,1,1,4623,3.0,5.0,1.0,264.57,0.0,0.0,1.0,1.0,4333.0
2013-01-16 12:00:00,0,3,3,6,268.51,0.0,0.0,1,1,4849,3.0,4.0,2.0,266.42,0.0,0.0,1.0,1.0,4623.0
2013-01-16 13:00:00,0,1,3,4,269.74,0.0,0.0,1,1,4984,3.0,3.0,6.0,268.51,0.0,0.0,1.0,1.0,4849.0
2013-01-16 14:00:00,0,1,3,1,270.59,0.0,0.0,1,1,5354,1.0,3.0,4.0,269.74,0.0,0.0,1.0,1.0,4984.0
2013-01-16 15:00:00,0,1,2,4,271.15,0.0,0.0,20,0,5700,1.0,3.0,1.0,270.59,0.0,0.0,1.0,1.0,5354.0
2013-01-16 16:00:00,0,0,2,5,271.2,0.0,0.0,20,0,6465,1.0,2.0,4.0,271.15,0.0,0.0,20.0,0.0,5700.0
2013-01-16 17:00:00,0,1,2,5,270.29,0.0,0.0,1,1,6019,0.0,2.0,5.0,271.2,0.0,0.0,20.0,0.0,6465.0
2013-01-16 18:00:00,0,3,2,6,269.28,0.0,0.0,1,1,4425,1.0,2.0,5.0,270.29,0.0,0.0,1.0,1.0,6019.0
2013-01-16 19:00:00,0,2,2,6,268.85,0.0,0.0,1,1,3188,3.0,2.0,6.0,269.28,0.0,0.0,1.0,1.0,4425.0
2013-01-16 20:00:00,0,0,2,7,268.95,0.0,0.0,1,1,2807,2.0,2.0,6.0,268.85,0.0,0.0,1.0,1.0,3188.0
2013-01-16 21:00:00,0,2,1,3,268.8,0.0,0.0,1,1,3090,0.0,2.0,7.0,268.95,0.0,0.0,1.0,1.0,2807.0
2013-01-16 22:00:00,0,1,1,8,268.71,0.0,0.0,0,1,2171,2.0,1.0,3.0,268.8,0.0,0.0,1.0,1.0,3090.0
2013-01-17 00:00:00,0,1,1,2,268.71,0.0,0.0,0,1,542,1.0,1.0,8.0,268.71,0.0,0.0,0.0,1.0,2171.0
2013-01-17 01:00:00,0,3,0,5,266.25,0.0,0.0,59,0,339,1.0,1.0,2.0,268.71,0.0,0.0,0.0,1.0,542.0
2013-01-17 02:00:00,0,3,0,4,266.25,0.0,0.0,59,0,279,3.0,0.0,5.0,266.25,0.0,0.0,59.0,0.0,339.0
2013-01-17 03:00:00,0,3,0,8,266.25,0.0,0.0,59,0,299,3.0,0.0,4.0,266.25,0.0,0.0,59.0,0.0,279.0
2013-01-17 04:00:00,0,0,0,5,266.25,0.0,0.0,59,0,761,3.0,0.0,8.0,266.25,0.0,0.0,59.0,0.0,299.0
2013-01-17 05:00:00,0,2,0,5,266.25,0.0,0.0,59,0,2502,0.0,0.0,5.0,266.25,0.0,0.0,59.0,0.0,761.0
2013-01-17 06:00:00,0,0,0,6,266.25,0.0,0.0,59,0,5611,2.0,0.0,5.0,266.25,0.0,0.0,59.0,0.0,2502.0
2013-01-17 07:00:00,0,1,1,4,271.5,0.0,0.0,90,4,6857,0.0,0.0,6.0,266.25,0.0,0.0,59.0,0.0,5611.0
2013-01-17 08:00:00,0,3,1,4,272.11,0.0,0.0,90,0,5912,1.0,1.0,4.0,271.5,0.0,0.0,90.0,4.0,6857.0
2013-01-17 09:00:00,0,3,2,6,273.0,0.0,0.0,90,0,4952,3.0,1.0,4.0,272.11,0.0,0.0,90.0,0.0,5912.0
2013-01-17 10:00:00,0,0,2,9,274.1,0.0,0.0,90,0,4205,3.0,2.0,6.0,273.0,0.0,0.0,90.0,0.0,4952.0
2013-01-17 11:00:00,0,3,3,2,274.78,0.0,0.0,90,0,4662,0.0,2.0,9.0,274.1,0.0,0.0,90.0,0.0,4205.0
2013-01-17 12:00:00,0,0,3,6,274.07,0.0,0.0,90,8,4929,3.0,3.0,2.0,274.78,0.0,0.0,90.0,0.0,4662.0
2013-01-17 13:00:00,0,1,3,1,272.73,0.0,0.0,90,8,4897,0.0,3.0,6.0,274.07,0.0,0.0,90.0,8.0,4929.0
2013-01-17 14:00:00,0,2,3,7,271.74,0.0,0.0,90,8,5268,1.0,3.0,1.0,272.73,0.0,0.0,90.0,8.0,4897.0
2013-01-17 15:00:00,0,3,2,7,270.98,0.0,0.0,90,8,5873,2.0,3.0,7.0,271.74,0.0,0.0,90.0,8.0,5268.0
2013-01-17 16:00:00,0,3,2,2,270.58,0.0,0.0,90,0,6490,3.0,2.0,7.0,270.98,0.0,0.0,90.0,8.0,5873.0
2013-01-17 17:00:00,0,1,1,9,269.63,0.0,0.0,20,0,6488,3.0,2.0,2.0,270.58,0.0,0.0,90.0,0.0,6490.0
2013-01-17 18:00:00,0,3,1,4,267.73,0.0,0.0,1,1,4582,1.0,1.0,9.0,269.63,0.0,0.0,20.0,0.0,6488.0
2013-01-17 19:00:00,0,2,1,1,266.83,0.0,0.0,1,1,3243,3.0,1.0,4.0,267.73,0.0,0.0,1.0,1.0,4582.0
2013-01-17 20:00:00,0,2,2,4,265.75,0.0,0.0,1,1,2761,2.0,1.0,1.0,266.83,0.0,0.0,1.0,1.0,3243.0
2013-01-17 21:00:00,0,3,2,5,264.32,0.0,0.0,1,1,2646,2.0,2.0,4.0,265.75,0.0,0.0,1.0,1.0,2761.0
2013-01-17 22:00:00,0,1,2,2,263.51,0.0,0.0,1,1,1787,3.0,2.0,5.0,264.32,0.0,0.0,1.0,1.0,2646.0
2013-01-17 23:00:00,0,1,1,6,262.34,0.0,0.0,1,1,1147,1.0,2.0,2.0,263.51,0.0,0.0,1.0,1.0,1787.0
2013-01-18 00:00:00,0,0,1,3,261.36,0.0,0.0,1,1,602,1.0,1.0,6.0,262.34,0.0,0.0,1.0,1.0,1147.0
2013-01-18 01:00:00,0,3,1,2,260.74,0.0,0.0,20,0,355,0.0,1.0,3.0,261.36,0.0,0.0,1.0,1.0,602.0
2013-01-18 02:00:00,0,3,1,4,260.58,0.0,0.0,75,0,301,3.0,1.0,2.0,260.74,0.0,0.0,20.0,0.0,355.0
2013-01-18 03:00:00,0,3,1,2,260.32,0.0,0.0,90,0,345,3.0,1.0,4.0,260.58,0.0,0.0,75.0,0.0,301.0
2013-01-18 04:00:00,0,2,2,8,260.0,0.0,0.0,75,0,712,3.0,1.0,2.0,260.32,0.0,0.0,90.0,0.0,345.0
2013-01-18 05:00:00,0,3,3,7,259.77,0.0,0.0,75,0,2316,2.0,2.0,8.0,260.0,0.0,0.0,75.0,0.0,712.0
2013-01-18 06:00:00,0,1,3,8,258.94,0.0,0.0,75,0,5157,3.0,3.0,7.0,259.77,0.0,0.0,75.0,0.0,2316.0
2013-01-18 07:00:00,0,3,3,6,258.52,0.0,0.0,20,0,6439,1.0,3.0,8.0,258.94,0.0,0.0,75.0,0.0,5157.0
2013-01-18 08:00:00,0,0,5,2,258.78,0.0,0.0,20,0,5727,3.0,3.0,6.0,258.52,0.0,0.0,20.0,0.0,6439.0
2013-01-18 09:00:00,0,2,5,2,259.76,0.0,0.0,90,8,5023,0.0,5.0,2.0,258.78,0.0,0.0,20.0,0.0,5727.0
2013-01-18 10:00:00,0,3,4,9,260.17,0.0,0.0,90,8,4367,2.0,5.0,2.0,259.76,0.0,0.0,90.0,8.0,5023.0
2013-01-18 11:00:00,0,0,4,7,261.02,0.0,0.0,90,8,4813,3.0,4.0,9.0,260.17,0.0,0.0,90.0,8.0,4367.0
2013-01-18 13:00:00,0,2,4,5,264.55,0.0,0.0,20,0,5398,0.0,4.0,7.0,261.02,0.0,0.0,90.0,8.0,4813.0
2013-01-18 14:00:00,0,2,3,6,265.22,0.0,0.0,20,0,5474,2.0,4.0,5.0,264.55,0.0,0.0,20.0,0.0,5398.0
2013-01-18 15:00:00,0,2,3,7,265.34,0.0,0.0,1,1,5953,2.0,3.0,6.0,265.22,0.0,0.0,20.0,0.0,5474.0
2013-01-18 16:00:00,0,2,3,1,265.31,0.0,0.0,1,1,6514,2.0,3.0,7.0,265.34,0.0,0.0,1.0,1.0,5953.0
2013-01-18 17:00:00,0,3,2,2,264.4,0.0,0.0,20,0,5927,2.0,3.0,1.0,265.31,0.0,0.0,1.0,1.0,6514.0
2013-01-18 18:00:00,0,2,2,7,263.1,0.0,0.0,20,0,4792,3.0,2.0,2.0,264.4,0.0,0.0,20.0,0.0,5927.0
2013-01-18 19:00:00,0,0,2,6,263.15,0.0,0.0,40,0,3503,2.0,2.0,7.0,263.1,0.0,0.0,20.0,0.0,4792.0
2013-01-18 20:00:00,0,2,2,2,263.21,0.0,0.0,90,0,2799,0.0,2.0,6.0,263.15,0.0,0.0,40.0,0.0,3503.0
2013-01-18 21:00:00,0,1,1,2,264.02,0.0,0.0,90,0,2669,2.0,2.0,2.0,263.21,0.0,0.0,90.0,0.0,2799.0
2013-01-18 22:00:00,0,1,1,9,264.01,0.0,0.0,90,0,2311,1.0,1.0,2.0,264.02,0.0,0.0,90.0,0.0,2669.0
